Full_Name,Email,Age,Region,Salary,City
aLIcE JONeS,alice.jones_8340@example.com,35,,62448,Tokyo
EMiLy GArCiA,emily.garcia_3565@example.com,59,West,46231,Bangalore
Chris WILliaMs,chris.williams_4632@example.com,20,West,82332,Berlin
EmilY gArCIa,emily.garcia_9684@example.com,27,,116759,New York
ANna GarciA,anna.garcia_5693@example.com,42,,111075,Toronto
eMIlY JoHNSOn,emily.johnson_8145@example.com,25 years,West,107462,London
EmiLY bROWn,emily.brown_5731@example.com,44,East,37398,Berlin
eMILY gArcIA,emily.garcia_3780@example.com,34,North,55315,Sydney
EMilY Garcia,emily.garcia_3175@example.com,18,East,112953,Bangalore
jANe SMItH,jane.smith_1054@example.com,28,South,32752,Sydney
ChRIs MiLLeR,chris.miller_5817@example.com,49 years,,83807,Bangalore
jAnE gaRCIA,jane.garcia_8155@example.com,44,,114207,Mumbai
bOb smiTH,bob.smith_1317@example.com,56,,113009,Bangalore
eMiLy dAVIS,emily.davis_9582@example.com,33,West,70497,New York
ALice SMith,alice.smith_1352@example.com,39,North,56895,Sydney
JANe DAViS,jane.davis_3540@example.com,52,South,40962,Berlin
BOb WIlLiaMS,bob.williams_4576@example.com,57,North,58664,Toronto
JAne BroWN,jane.brown_3301@example.com,26,South,113385,Sydney
jOHN GArcIA,john.garcia_2460@example.com,46,East,37672,Toronto
John mIlLER,john.miller_2029@example.com,47,North,35817,Bangalore
BOb gArciA,bob.garcia_1743@example.com,52,South,34085,Tokyo
MiKE dAvIS,mike.davis_7979@example.com,49,,64455,Mumbai
ChrIs jOhnsON,chris.johnson_2797@example.com,26,West,80277,Mumbai
aNNa DaVis,anna.davis_5051@example.com,53,South,109995,Berlin
BOB GArCiA,bob.garcia_2682@example.com,38,,49397,Mumbai
AnNA JohNSoN,anna.johnson_1169@example.com,47,South,71905 USD,Tokyo
mike GArcIA,mike.garcia_1195@example.com,51,North,94926,Tokyo
eMILy SmItH,emily.smith_6917@example.com,44,East,92376,Mumbai
Emily bRowN,emily.brown_2197@example.com,27,East,86036,Bangalore
alice wilLiAMS,alice.williams_4696@example.com,21,East,86970,Berlin
ALIcE gaRCIA,alice.garcia_7399@example.com,31,West,119640,Berlin
alIcE jOHnSoN,alice.johnson_3050@example.com,46,,47505,New York
john WiLlIams,john.williams_5865@example.com,55,West,85970,New York
aLiCe wiLLIAMS,alice.williams_3651@example.com,59,North,73028,Bangalore
john miLLeR,john.miller_9551@example.com,54,West,103986,Mumbai
miKE johnSon,mike.johnson_5076@example.com,48,,"$110,106",Toronto
JAne BRoWN,jane.brown_6210@example.com,38,East,106390,Toronto
MikE daVIs,mike.davis_4985@example.com,37,East,45355,Toronto
CHRiS JOHNsON,chris.johnson_1981@example.com,40,,44640,Tokyo
EMIly jOHNSon,emily.johnson_8382@example.com,22,North,30365,Tokyo
JaNE gArciA,jane.garcia_9261@example.com,41,North,53104,Berlin
BoB BRowN,bob.brown_4869@example.com,46,South,45433,New York
ALICe smitH,alice.smith_7426@example.com,57,East,115385,Bangalore
AnnA daVis,anna.davis_5953@example.com,25,South,107465,Mumbai
ALiCE smiTH,alice.smith_3086@example.com,40,,74027,Mumbai
EMilY dAvIs,emily.davis_2057@example.com,53,East,39008,Sydney
ANna sMITh,anna.smith_8022@example.com,30,West,83153,Bangalore
jANe mIlLer,jane.miller_1438@example.com,24,East,68192,Berlin
JOHn jOhnsoN,john.johnson_3047@example.com,57,,73488,Mumbai
eMILY JOHnson,emily.johnson_7924@example.com,18,West,32806,Mumbai
cHRis GArcIa,chris.garcia_3614@example.com,53,,59867,New York
BOB jOHnsoN,bob.johnson_1796@example.com,48,West,64425,Berlin
ALice gArcia,alice.garcia_9939@example.com,34,East,44757,Berlin
MiKe gaRCIA,mike.garcia_6372@example.com,34,South,108821,Toronto
jOhn BRowN,john.brown_4725@example.com,48,,59801,New York
aliCE GARcia,alice.garcia_6709@example.com,53,West,115193 USD,Berlin
JAnE MilleR,jane.miller_9315@example.com,38,,63612,Toronto
jane MiLlEr,jane.miller_5363@example.com,45,West,106002,London
jOhN gArcIa,john.garcia_6254@example.com,39,East,79085,London
boB sMitH,bob.smith_1122@example.com,37,North,109126,London
bob sMITH,bob.smith_4286@example.com,51,East,86242,Sydney
aLICe BrOwn,alice.brown_6840@example.com,21,,79585,New York
JAnE DaViS,jane.davis_9550@example.com,25,East,70453,New York
miKe dAViS,mike.davis_2140@example.com,49,North,101505,Toronto
ChrIS broWN,chris.brown_4730@example.com,23,,66106,London
AlicE joneS,alice.jones_4647@example.com,40,,37941,Mumbai
jaNE gaRCiA,jane.garcia_2657@example.com,39 years,East,93895,Toronto
BoB wIlLiaMS,bob.williams_5748@example.com,56,West,41837,Berlin
bOB DaviS,bob.davis_1601@example.com,53,South,78765,Tokyo
bOb gaRCia,bob.garcia_9622@example.com,54,,55441,Bangalore
aNNa davIs,anna.davis_4693@example.com,26,,52356,Tokyo
annA bRoWN,anna.brown_6444@example.com,19,,"$99,279",New York
MiKE gArCIa,mike.garcia_7196@example.com,48,,84546,London
chRiS wilLiamS,chris.williams_3243@example.com,38,,87850,Sydney
aLiCE bRown,alice.brown_8391@example.com,52,East,70516,Berlin
ANNA WiLLIams,anna.williams_2131@example.com,18,South,93752,Bangalore
emilY MiLlER,emily.miller_3506@example.com,30,,35803,Toronto
jAne milLer,jane.miller_1127@example.com,58,South,88116,Bangalore
EMILY mIlLER,emily.miller_3122@example.com,27,East,89776,Berlin
aLiCE jOnEs,alice.jones_6124@example.com,49,East,77631,Sydney
EmILY SmiTh,emily.smith_8694@example.com,40,,68734,London
emiLy miLLER,emily.miller_2238@example.com,21,South,47580 USD,Sydney
chRiS GaRciA,chris.garcia_2348@example.com,57,North,90382,Sydney
cHris WilLIaMs,chris.williams_8198@example.com,25,West,"$52,515",Toronto
CHRiS SMItH,chris.smith_5425@example.com,54,South,69562,London
alIcE GarCIA,alice.garcia_7474@example.com,40,,60794,Bangalore
AlICe browN,alice.brown_4557@example.com,27,South,49574,Tokyo
MiKe gArcIA,mike.garcia_5624@example.com,25,East,31168,Toronto
BOb mILleR,bob.miller_8485@example.com,50,North,67033,London
JOHN JONeS,john.jones_5522@example.com,35,West,38923,London
eMiLY johNSOn,emily.johnson_2619@example.com,18,,71922,Bangalore
Anna joHnsON,anna.johnson_5230@example.com,50,East,67689,London
aNna jOHNsON,anna.johnson_3152@example.com,18,East,112758,Berlin
MiKE garCia,mike.garcia_4255@example.com,26,West,111125,London
CHRIs bROWn,chris.brown_1367@example.com,20,East,91300,Sydney
BOB daViS,bob.davis_5892@example.com,43,,53971,New York
bOB smItH,bob.smith_5616@example.com,32,,106343,New York
Mike MilleR,mike.miller_4545@example.com,34,South,64295,Toronto
Bob GaRcIa,bob.garcia_9149@example.com,40,,43399,Tokyo
EMiLy JoHnsON,emily.johnson_7626@example.com,20,East,99268,Bangalore
JOhN MILLEr,john.miller_5174@example.com,58,North,53553,Sydney
EMiLY JOnes,emily.jones_3704@example.com,36,North,93897,Mumbai
cHRis JohNSon,chris.johnson_1165@example.com,34,North,105824,London
BOB MIlLER,bob.miller_5719@example.com,27 years,,40342,Sydney
jANe MiLLEr,jane.miller_4398@example.com,21 years,West,62370,Mumbai
MIke willIAMS,mike.williams_3663@example.com,51,South,93745,Tokyo
cHRIS jONEs,chris.jones_8204@example.com,43,South,88497,Mumbai
Alice wiLliAMs,alice.williams_8402@example.com,31,,114734,Mumbai
MiKE MiLLeR,mike.miller_6883@example.com,33,East,"$72,430",Berlin
emIlY joHnSOn,emily.johnson_6256@example.com,29,,90024,New York
AnnA JONES,anna.jones_9691@example.com,51,East,32603,Mumbai
alICE GARcIa,alice.garcia_3547@example.com,26,West,64615,Toronto
alice WiLlIaMS,alice.williams_4987@example.com,37,,"$111,714",Tokyo
bob sMItH,bob.smith_7799@example.com,50,West,"$48,666",London
ANnA GarCIA,anna.garcia_6630@example.com,38,South,119319,Sydney
boB MILLER,bob.miller_4239@example.com,26,East,43955,Mumbai
aliCE WillIAms,alice.williams_8041@example.com,59,,92661,Mumbai
jAne WiLLiAMs,jane.williams_3524@example.com,18,West,74326,Sydney
JOHn SmITH,john.smith_6638@example.com,42,,55245,Berlin
miKE miLlEr,mike.miller_5667@example.com,34,East,102580,Berlin
aLiCe MILLeR,alice.miller_4190@example.com,30,North,51626,Toronto
aliCE joNeS,alice.jones_5954@example.com,55,East,82300,London
boB BrOWN,bob.brown_8167@example.com,40,North,52639,Tokyo
anNa brOwn,anna.brown_9789@example.com,41,South,48343,Bangalore
bOb MIlLEr,bob.miller_9206@example.com,35,South,"$45,405",Berlin
cHrIS joNES,chris.jones_9103@example.com,35,East,"$79,785",Tokyo
MIkE JoNEs,mike.jones_3694@example.com,34,,118802,London
jAne daviS,jane.davis_6370@example.com,33,North,82525,New York
ChRiS JOHNsOn,chris.johnson_5566@example.com,24,West,80667,Sydney
eMIly gaRCIA,emily.garcia_5915@example.com,43,,92002,New York
MIkE gARcIa,mike.garcia_3583@example.com,22,,64505 USD,Berlin
ChrIs gArCIa,chris.garcia_8169@example.com,42,North,"$68,635",Tokyo
JANe JonEs,jane.jones_8576@example.com,42,,76322,Mumbai
JOhn GARCiA,john.garcia_6875@example.com,47,North,51933,Tokyo
ANNA sMITh,anna.smith_4734@example.com,22,West,53932,Mumbai
AlICE JoneS,alice.jones_6340@example.com,34,South,96957 USD,Bangalore
EMIlY BrOwN,emily.brown_3269@example.com,60,West,87634,Toronto
anNA JOnEs,anna.jones_4475@example.com,52,North,49340,Berlin
ChRIs JOHnsoN,chris.johnson_6848@example.com,24,,76154,Berlin
BoB smItH,bob.smith_8153@example.com,36,East,"$43,241",Tokyo
JOhn GArCIA,john.garcia_3993@example.com,19,South,82839,New York
MiKe JONES,mike.jones_9074@example.com,25,,104099,Bangalore
alICe WiLliAMS,alice.williams_1870@example.com,59 years,,55859,Berlin
anNA jONeS,anna.jones_7644@example.com,34,North,94490,Tokyo
ChrIs gARciA,chris.garcia_1664@example.com,29,North,92281,Toronto
anNA joNeS,anna.jones_6999@example.com,28,,61278,New York
boB GArCIa,bob.garcia_5427@example.com,46,North,100484,Tokyo
JANe mILLEr,jane.miller_2196@example.com,34,West,65011,London
Bob MIlLEr,bob.miller_6241@example.com,33,,31039,Berlin
CHRIs brOWn,chris.brown_5634@example.com,57,East,45815,New York
JoHN smiTh,john.smith_2316@example.com,24 years,North,80705,Berlin
CHRiS WiLliams,chris.williams_9706@example.com,29,North,36446,Bangalore
JoHN WIllIaMS,john.williams_1373@example.com,37,West,33674,Bangalore
JOhN williams,john.williams_5571@example.com,57,,44682,Toronto
emILy GarCiA,emily.garcia_9657@example.com,18,,89667,New York
mIKE SMiTh,mike.smith_4449@example.com,41 years,North,32830,New York
CHrIs browN,chris.brown_7001@example.com,60,,50015,New York
BOB daVIs,bob.davis_3547@example.com,48 years,South,115499,Sydney
ALiCe DaVIS,alice.davis_5598@example.com,39,South,57293,New York
aNnA JOhNSON,anna.johnson_8632@example.com,24,North,54982,Berlin
aLice jOnES,alice.jones_3825@example.com,45,North,66131,Bangalore
EmIlY DAVIS,emily.davis_1594@example.com,29,North,31144,London
bob sMith,bob.smith_4528@example.com,52,South,57610 USD,Bangalore
jaNe Jones,jane.jones_3685@example.com,25 years,South,119662,Sydney
Mike jOHNSon,mike.johnson_6086@example.com,33,East,39730,Berlin
anNA sMITh,anna.smith_1571@example.com,41,East,88515,London
jAnE DAviS,jane.davis_5249@example.com,20,East,75677,Toronto
cHrIS wILliAms,chris.williams_4001@example.com,26,South,90259,Mumbai
EmIly jOHNSoN,emily.johnson_3870@example.com,19,West,35165,Berlin
ALIce Smith,alice.smith_5036@example.com,53,East,68262,Bangalore
JohN bROWn,john.brown_9944@example.com,25,North,115954,Berlin
Jane GARCIA,jane.garcia_8489@example.com,53,West,64611,Toronto
jAne GArCIA,jane.garcia_7746@example.com,58,,51509,Bangalore
AnNa JOHnSOn,anna.johnson_5973@example.com,33,South,116137,Berlin
ChriS joHNSOn,chris.johnson_1429@example.com,28,West,96710,Toronto
chriS DAvIs,chris.davis_3341@example.com,31,West,32960 USD,Sydney
chrIs miLLeR,chris.miller_7431@example.com,57,East,105576,London
aNNa broWn,anna.brown_9886@example.com,20,West,85031,New York
BoB bROwn,bob.brown_9501@example.com,26,South,81218,Berlin
cHRIs JohNSOn,chris.johnson_2289@example.com,47 years,,90776,Bangalore
MIkE DavIS,mike.davis_9589@example.com,26,North,45197,Sydney
JaNe JOhnSoN,jane.johnson_7316@example.com,34,West,53518,Tokyo
ALiCE miLleR,alice.miller_7288@example.com,20,,62284,Sydney
BoB SMiTh,bob.smith_9214@example.com,36,East,62597,Mumbai
Mike mIlleR,mike.miller_4269@example.com,40,North,61415,Toronto
CHris wiLLIAMS,chris.williams_2160@example.com,20,East,52854,Mumbai
AnNA sMITh,anna.smith_4164@example.com,43,North,90301,Sydney
aLiCE WILLiaMs,alice.williams_4350@example.com,40,North,107796,Berlin
jaNE GArcia,jane.garcia_4607@example.com,35,North,52620,Tokyo
CHrIs brOwn,chris.brown_9598@example.com,47,South,117817 USD,Toronto
JOHN BROwN,john.brown_9787@example.com,22,South,95203,Bangalore
mike johNSon,mike.johnson_3339@example.com,35,West,118058,Toronto
BOb gaRCiA,bob.garcia_5885@example.com,28,East,70653,Bangalore
John millER,john.miller_3256@example.com,49,South,96355,Bangalore
joHn GARcia,john.garcia_4189@example.com,56,,61071,New York
cHRIS dAvis,chris.davis_5664@example.com,53,,79667,Toronto
eMIly GARCIa,emily.garcia_5758@example.com,26,South,71661,Tokyo
ALicE garciA,alice.garcia_6906@example.com,45,East,34052,Bangalore
JAne joNES,jane.jones_8529@example.com,60,North,64991,Bangalore
aLIcE JonEs,alice.jones_5823@example.com,33,,97439,Tokyo
jANe bRown,jane.brown_6418@example.com,60,,68100,Mumbai
MIkE SMith,mike.smith_8821@example.com,48,,98688,Mumbai
ANna WIlLiaMs,anna.williams_4492@example.com,39,South,51632,New York
CHris JOhnSoN,chris.johnson_4057@example.com,19,,99179,Toronto
JanE miLLeR,jane.miller_8694@example.com,37,North,90094,Sydney
chRIS MILLER,chris.miller_9862@example.com,53,,59029,London
Bob joneS,bob.jones_5478@example.com,25,North,80685,London
jaNE daVIS,jane.davis_6933@example.com,27,,114571,Tokyo
cHRiS JoNES,chris.jones_8893@example.com,52,,75038,Sydney
ChrIs JOhNson,chris.johnson_6210@example.com,55,North,53846,Mumbai
chRIS jonEs,chris.jones_3877@example.com,41,West,114047,Berlin
Bob GARcIa,bob.garcia_7086@example.com,57,East,53065,Mumbai
jOHN GARcIA,john.garcia_3738@example.com,57,,71653,Toronto
John bROwn,john.brown_4529@example.com,46,West,65365,London
JanE gARcIa,jane.garcia_2888@example.com,33,West,42429,Toronto
mIke GArcIa,mike.garcia_9008@example.com,50,South,94968,Toronto
EmIly DAViS,emily.davis_4336@example.com,43,East,108076,Sydney
AnNA miLleR,anna.miller_9763@example.com,24,,45100,Bangalore
EmIly smiTH,emily.smith_6388@example.com,27,,89667,Mumbai
ChriS dAvis,chris.davis_6892@example.com,29,East,65333,Berlin
miKE GARcIA,mike.garcia_9395@example.com,22,,98404,Tokyo
alIce DaVis,alice.davis_4575@example.com,48,,"$90,624",Mumbai
JAnE DavIs,jane.davis_7464@example.com,53,West,90585,Berlin
johN JOhNSON,john.johnson_8002@example.com,56,North,"$37,147",New York
MiKe DAviS,mike.davis_2296@example.com,48,West,103060,Toronto
ChrIs DaviS,chris.davis_1228@example.com,49,,72876,Mumbai
EMilY mILler,emily.miller_3027@example.com,44,South,114098,Tokyo
alIce GArCIA,alice.garcia_1352@example.com,19,West,45433,Tokyo
jAne JohNSOn,jane.johnson_9272@example.com,57,North,61210 USD,New York
BOb JoNeS,bob.jones_5848@example.com,22,,110363,Tokyo
aLICe JOhNSoN,alice.johnson_6229@example.com,30,,48520,Mumbai
EmILY JOhNson,emily.johnson_1916@example.com,52,East,66222,London
mike GArCIa,mike.garcia_5412@example.com,21,East,33734 USD,Bangalore
bob smiTh,bob.smith_3383@example.com,36,West,92620,London
jAnE JOnEs,jane.jones_9205@example.com,57,,79820,Bangalore
miKE wIlliamS,mike.williams_7382@example.com,52,North,114440,Tokyo
JAne SMItH,jane.smith_8079@example.com,58,South,70502,Toronto
MIkE BROWN,mike.brown_9399@example.com,58,North,92435,Sydney
ANnA GaRCiA,anna.garcia_4870@example.com,41,North,65290,Tokyo
jane sMiTH,jane.smith_6684@example.com,60,South,87801,Toronto
john JonES,john.jones_4257@example.com,38,North,97176,Bangalore
John brown,john.brown_6108@example.com,33,,75252,Toronto
JaNe gARCIa,jane.garcia_1526@example.com,22,South,"$88,683",London
anNa jones,anna.jones_9983@example.com,22,North,92945,Berlin
bOB SmiTh,bob.smith_7091@example.com,60,West,75145,Bangalore
chriS WILliaMS,chris.williams_2528@example.com,29,,77715,Bangalore
bOb jOneS,bob.jones_7630@example.com,37,South,106924,London
eMIlY DaviS,emily.davis_2158@example.com,34,,38803,London
aLIcE jonES,alice.jones_7743@example.com,32,East,62070,Mumbai
ChRIS JOnEs,chris.jones_6506@example.com,18,South,85010,Berlin
JaNE jonEs,jane.jones_6657@example.com,38 years,North,100499,Mumbai
JAnE JOhNSON,jane.johnson_5993@example.com,32,North,75187,Mumbai
bob garciA,bob.garcia_4396@example.com,51,East,37100,Tokyo
ALIcE BRoWn,alice.brown_7620@example.com,59,,83718,New York
eMIlY daVIS,emily.davis_4479@example.com,57,North,111974,Tokyo
JOHN jONEs,john.jones_6203@example.com,18,,97640,Tokyo
aLICe JOnes,alice.jones_6232@example.com,30,South,35153,Berlin
EMILy jOHNsON,emily.johnson_2148@example.com,38,South,38340 USD,Tokyo
BOb JohnSoN,bob.johnson_4816@example.com,45,West,60129,New York
emILY garCia,emily.garcia_3513@example.com,37,,82318,Bangalore
ALice joHnsON,alice.johnson_6508@example.com,58,,107933,London
jAnE miLlEr,jane.miller_1408@example.com,44,,66067,New York
joHn BrOWN,john.brown_7479@example.com,39,East,79555,Tokyo
ANna jonES,anna.jones_9238@example.com,35,West,115691,Bangalore
jaNe JOHnsON,jane.johnson_8033@example.com,54,North,92517,Toronto
aLiCe dAvIs,alice.davis_9316@example.com,21,West,73167,Tokyo
Jane JOnes,jane.jones_4876@example.com,53,,76995,Toronto
chriS SmiTh,chris.smith_7078@example.com,34,South,64304,Berlin
bOb WiLLIAms,bob.williams_5342@example.com,25 years,North,54571,New York
cHRis garcIA,chris.garcia_8498@example.com,36,,107099,Sydney
MIKe miLler,mike.miller_2394@example.com,59,East,110672,Toronto
AnNA browN,anna.brown_7341@example.com,31,West,60388,Tokyo
aLiCE garcIa,alice.garcia_2266@example.com,49,West,96116,Bangalore
anna DaViS,anna.davis_3994@example.com,20,West,95529,Mumbai
AnnA sMIth,anna.smith_8045@example.com,34,North,"$98,745",Sydney
aNna BROwN,anna.brown_3974@example.com,22,South,50184,Bangalore
CHris BRoWN,chris.brown_1283@example.com,59,West,88573,London
miKE daviS,mike.davis_9605@example.com,38,,"$96,531",Mumbai
cHRIS wIllIAms,chris.williams_4997@example.com,54,East,70237,London
JANe gArCia,jane.garcia_9685@example.com,43,West,68581 USD,Bangalore
EMIly BRowN,emily.brown_7777@example.com,31,East,106507,Tokyo
JanE smith,jane.smith_6994@example.com,36,,36126,Bangalore
jAne gARCIA,jane.garcia_4298@example.com,51,North,106968,London
Bob brOwn,bob.brown_1135@example.com,32,,"$48,803",Berlin
boB GaRcia,bob.garcia_8274@example.com,27,East,95431,Tokyo
Alice WilliamS,alice.williams_3687@example.com,51,,46288,Berlin
CHris JohnsoN,chris.johnson_3833@example.com,56,,68770,Mumbai
EmILY jONEs,emily.jones_3739@example.com,30,South,"$103,357",Berlin
BoB smITH,bob.smith_8379@example.com,58,South,44224,Berlin
BOb BRowN,bob.brown_6769@example.com,21,,47516,New York
JoHn dAvIS,john.davis_9809@example.com,53,West,"$63,174",London
EMiLY milLer,emily.miller_4335@example.com,36,East,"$108,682",Mumbai
AlicE brOwn,alice.brown_1178@example.com,37,West,105321,Toronto
mIkE smiTH,mike.smith_9326@example.com,55,West,57461,Berlin
annA BRoWN,anna.brown_8972@example.com,41,South,45771,Tokyo
BoB DavIs,bob.davis_5313@example.com,57,South,69265,London
ANNa gaRciA,anna.garcia_7734@example.com,58,West,94897,New York
AnNa MIlleR,anna.miller_5243@example.com,37,South,36191,London
bOB GARcIA,bob.garcia_2629@example.com,54,South,101675,Berlin
AlicE sMitH,alice.smith_6344@example.com,19,South,71424,New York
johN GArcia,john.garcia_2682@example.com,28,South,102972,Mumbai
aLiCE bROWN,alice.brown_8264@example.com,59,East,108775,New York
boB MILlER,bob.miller_4578@example.com,26,East,88614,Tokyo
cHriS MIlleR,chris.miller_2959@example.com,57,,30037,Berlin
BOB JOHnson,bob.johnson_3033@example.com,52 years,,60306,New York
eMiLy browN,emily.brown_1272@example.com,45,,37886,Mumbai
MiKe miLLER,mike.miller_5404@example.com,20,West,111214,London
ChRiS garcIa,chris.garcia_5768@example.com,41,,39244,Berlin
JanE JoNEs,jane.jones_6513@example.com,25,West,118607 USD,Bangalore
Alice gArCIA,alice.garcia_3946@example.com,30 years,South,105586,Bangalore
ALiCE JoNes,alice.jones_5616@example.com,40,East,94203,London
anNa mIller,anna.miller_4933@example.com,36 years,South,93860,Bangalore
miKE davIs,mike.davis_4934@example.com,58,South,56704,Bangalore
AlIcE joHNSon,alice.johnson_1781@example.com,45,East,66822,Mumbai
jOhN wIlLIaMS,john.williams_7603@example.com,42,North,32191,Sydney
JOHn gArCiA,john.garcia_2373@example.com,48 years,,"$54,329",Sydney
Bob jONeS,bob.jones_2439@example.com,24,West,113860,Toronto
JaNE BROwN,jane.brown_2236@example.com,22,West,97275,Berlin
ANNa BrowN,anna.brown_1009@example.com,39,East,"$119,031",Tokyo
MikE bROwn,mike.brown_8317@example.com,53,West,"$66,965",Sydney
ALIce dAvis,alice.davis_2112@example.com,31,East,107422,Toronto
MIKE GarcIA,mike.garcia_7523@example.com,41,,35189,Toronto
MiKE johNSoN,mike.johnson_1860@example.com,25,,117639,London
MIKe WilLIAms,mike.williams_4275@example.com,45,West,116595,Sydney
eMILY JohNsON,emily.johnson_9832@example.com,40,,42716,Tokyo
Bob sMITh,bob.smith_6391@example.com,48,East,50581,New York
alIce bRown,alice.brown_9698@example.com,25,South,49048,London
BoB joNES,bob.jones_8172@example.com,38,South,40153,Tokyo
bob milLER,bob.miller_6075@example.com,54,North,73254 USD,Mumbai
ANNA JohNSON,anna.johnson_7982@example.com,46 years,,114558,Sydney
JohN willIaMS,john.williams_4214@example.com,55,South,113480,Tokyo
alIcE DAvIs,alice.davis_7620@example.com,48,South,52106,Bangalore
cHRiS DavIs,chris.davis_4800@example.com,40,West,72096,Bangalore
alIce MILleR,alice.miller_8105@example.com,58,South,101447,Sydney
Jane dAvis,jane.davis_5443@example.com,48,,74360,London
ANNA wILlIaMs,anna.williams_4028@example.com,51,,82972,Mumbai
JAne BRown,jane.brown_3167@example.com,49,South,89048,Bangalore
aNna MILLeR,anna.miller_9235@example.com,22,South,42831,Sydney
JAne joHNsOn,jane.johnson_2252@example.com,34,South,97439,Sydney
JOhn SmiTh,john.smith_6873@example.com,55 years,,119925,Tokyo
bob BrOWN,bob.brown_2798@example.com,19,West,104581,New York
MikE WiLLIAMS,mike.williams_7457@example.com,55,South,76810,Tokyo
jAne WiLlIamS,jane.williams_3395@example.com,32,West,108773,Mumbai
bOB SMiTH,bob.smith_7108@example.com,41,North,119655 USD,Toronto
JaNE MILLER,jane.miller_9604@example.com,52,North,100873,Berlin
chRIS joHNson,chris.johnson_8433@example.com,18,North,90390,Tokyo
ANNA smith,anna.smith_9283@example.com,46,South,90599,Tokyo
BoB bRowN,bob.brown_4345@example.com,22,South,107663,Sydney
eMIly sMITh,emily.smith_4374@example.com,18,West,33325,Mumbai
john GaRCIA,john.garcia_1915@example.com,21,South,93212,Tokyo
AnNA BROWN,anna.brown_6987@example.com,41,West,"$119,818",Toronto
johN joNEs,john.jones_5377@example.com,27,South,67149,London
JAnE DAvis,jane.davis_2931@example.com,58,,81954,Toronto
bOb BRowN,bob.brown_7515@example.com,24,,63281,Berlin
JaNe WilliamS,jane.williams_8270@example.com,45,,34278,Berlin
MIke bROwN,mike.brown_9883@example.com,51,,75801,Bangalore
janE sMiTH,jane.smith_2402@example.com,52,North,56068,New York
chRIs broWn,chris.brown_9785@example.com,30,North,89133,New York
JOHn jONes,john.jones_2778@example.com,55,,103864,Toronto
jOHN dAVIS,john.davis_8830@example.com,26,,112986,Toronto
jOHn SmITH,john.smith_8280@example.com,56,South,71782,Bangalore
JaNe brOwN,jane.brown_4300@example.com,46,,53241,London
joHn brOWn,john.brown_1285@example.com,45,North,55539,Sydney
emILY smITH,emily.smith_6740@example.com,45,West,57508,Bangalore
ALIcE DAvIs,alice.davis_3044@example.com,22,West,119829,Mumbai
Alice JoHNSOn,alice.johnson_9858@example.com,54,,65727,Sydney
emILy GARCIA,emily.garcia_8308@example.com,55,East,63741,London
bOb JonES,bob.jones_2439@example.com,60,North,58239,Mumbai
aLICE dAVIs,alice.davis_7181@example.com,41,,31855 USD,Bangalore
MIke MiLleR,mike.miller_4078@example.com,55,South,103058,Toronto
AlIcE WILliaMs,alice.williams_9076@example.com,29,West,99225 USD,Tokyo
CHRiS JoHNsON,chris.johnson_5672@example.com,34,North,"$75,693",Berlin
EmILY jOnes,emily.jones_9248@example.com,35,North,117131,Toronto
janE BRoWN,jane.brown_4787@example.com,43,,108073,London
john broWN,john.brown_4674@example.com,59,North,109438,Bangalore
EmIly DAVIs,emily.davis_2080@example.com,27,,40403,New York
Bob WilliAMS,bob.williams_3192@example.com,46,East,78780,Mumbai
mikE MillER,mike.miller_1172@example.com,21,,52165,Toronto
ALice gARCIA,alice.garcia_1652@example.com,40,,113758,London
ANnA DaviS,anna.davis_8245@example.com,24,,35513,New York
aLIcE smITH,alice.smith_5212@example.com,55,South,93182,Toronto
MIke JOHNSOn,mike.johnson_9160@example.com,40,North,33604 USD,Sydney
AlIce johnsoN,alice.johnson_4682@example.com,59,West,39571,Toronto
alice bRoWN,alice.brown_6653@example.com,27,West,"$60,680",Berlin
miKe bRoWn,mike.brown_9265@example.com,53,South,"$100,453",Toronto
JANe gARCIA,jane.garcia_4624@example.com,39,East,83419,Berlin
johN MilLEr,john.miller_9946@example.com,54,East,71588,New York
EmIly jOnEs,emily.jones_7369@example.com,29,,"$102,062",Bangalore
BOb broWn,bob.brown_1610@example.com,49,,37284,Tokyo
ChriS SMith,chris.smith_8570@example.com,45,West,109509,London
anNA wILLIAms,anna.williams_8298@example.com,38,North,71672,London
MIkE JONES,mike.jones_4846@example.com,52,South,32986,Toronto
bOb brOWN,bob.brown_8155@example.com,53,North,96666,Bangalore
johN WiLliAms,john.williams_2533@example.com,43,North,37279,Berlin
emiLY brOWN,emily.brown_9048@example.com,50,West,88428,Berlin
Bob garcIa,bob.garcia_8260@example.com,59,East,106067,London
jOhN gaRCiA,john.garcia_6664@example.com,27,West,102153,Toronto
AnNA JohNSOn,anna.johnson_3279@example.com,51 years,East,37963,New York
JaNE johnsON,jane.johnson_9483@example.com,39,North,98934,Mumbai
MikE smITh,mike.smith_6475@example.com,32,North,43876,Bangalore
JOhN wilLIAms,john.williams_9042@example.com,55,North,63097,Tokyo
jOhN BROwn,john.brown_8642@example.com,50,,104217,Berlin
MiKe wIllIaMs,mike.williams_9116@example.com,22,South,94719 USD,London
aNNa SmIth,anna.smith_3455@example.com,30,South,52545 USD,Sydney
chRiS WiLLIams,chris.williams_3053@example.com,54 years,,50808,Tokyo
eMiLY JoNES,emily.jones_2906@example.com,28,,92745,Bangalore
